return_id,order_id,seller_id,return_date,return_reason,refund_amount,return_status
R0001051,O0012790,S0018,2025-10-28,Wrong item shipped,68.92,Completed
R0002842,O0029397,S0041,2025-03-10,Counterfeit suspected,39.5,Completed
R0003316,O0034601,S0049,2024-03-01,Damaged on arrival,48.62,Completed
R0002865,O0029748,S0042,2024-06-15,Better price found elsewhere,77.93,Complete
R0001317,O0015444,S0022,2024-12-15,Missing parts/accessories,69.06,Completed
R0001567,O0017963,S0025,2025-06-02,Damaged on arrival,69.91,Completed
R0000127,O0001570,S0003,2025-01-16,Changed my mind,71.95,Pending
R0001639,O0018286,S0026,2024-05-02,Unknown,20.45,Completed
R0003102,O0032295,S0045,2025-10-20,Size/fit issue,20.66,Rejected
R0001728,O0019003,S0027,2024-09-09,Unknown,92.47,Complete
R0003675,O0036467,S0051,2025-01-25,Better price found elsewhere,30.45,Complete
R0003150,O0032634,S0046,2024-06-08,Counterfeit suspected,71.54,Completed
R0004338,O0042329,S0059,2025-06-12,Damaged on arrival,32.84,Completed
R0003718,O0037502,S0052,2025-05-03,Wrong item shipped,78.94,Complete
R0003121,O0032495,S0046,2024-01-30,Damaged on arrival,11.93,Completed
R0001383,O0016505,S0023,2025-02-24,Changed my mind,45.04,Completed
R0002228,O0024879,S0034,2025-03-19,Item not as described,52.8,Completed
R0002746,O0028899,S0040,2025-02-05,Unknown,26.35,Completed
R0000942,O0011624,S0017,2024-07-03,Late delivery,10.58,Completed
R0002949,O0030465,S0042,2025-12-21,Wrong item shipped,17.29,Completed
R0001471,O0017497,S0025,2024-03-09,Item not as described,48.87,Rejected
R0000470,O0005584,S0010,2024-01-26,Better price found elsewhere,80.06,Completed
R0003017,O0031564,S0045,2024-05-05,Wrong item shipped,107.09,Pending
R0004052,O0040129,S0057,2024-01-27,Better price found elsewhere,13.7,Completed
R0004170,O0040912,S0057,2025-12-19,Quality below expectation,34.11,Completed
R0001605,O0018122,S0025,2025-10-09,Item not as described,20.13,Completed
R0001445,O0017132,S0024,2024-11-28,Changed my mind,22.93,Completed
R0000792,O0009218,S0014,2024-09-26,Damaged on arrival,50.27,Pending
R0001898,O0021451,S0030,2024-01-20,Wrong item shipped,70.49,Pending
R0002579,O0028026,S0038,2025-07-12,Item not as described,74.69,Completed
R0000100,O0001449,S0003,2024-11-18,Wrong item shipped,14.47,Completed
R0003887,O0038753,S0054,2025-01-28,Counterfeit suspected,13.48,Rejected
R0001146,O0014098,S0020,2024-11-15,Counterfeit suspected,32.35,Pending
R0001885,O0021166,S0029,2025-06-04,Changed my mind,39.38,Pending
R0000516,O0005824,S0010,2024-07-26,Quality below expectation,32.5,Complete
R0000285,O0003490,S0006,2024-06-21,Better price found elsewhere,55.16,Completed
R0003468,O0035166,S0049,2025-08-13,Damaged on arrival,45.14,Completed
R0000640,O0006796,S0011,2024-07-04,Missing parts/accessories,30.85,Pending
R0000671,O0007384,S0011,2025-10-04,Size/fit issue,20.52,Completed
R0000230,O0002576,S0004,2026-01-04,Late delivery,37.51,Completed
R0002027,O0023093,S0032,2024-09-02,Better price found elsewhere,47.22,Pending
R0003225,O0033791,S0047,2025-07-18,Better price found elsewhere,62.56,Completed
R0004088,O0040557,S0057,2025-02-21,Missing parts/accessories,38.89,Pending
R0002376,O0025912,S0036,2024-01-25,Counterfeit suspected,20.64,Completed
R0001328,O0015634,S0022,2025-05-09,Damaged on arrival,64.36,Rejected
R0001130,O0013851,S0019,2025-12-17,Better price found elsewhere,28.02,Pending
R0001266,O0015101,S0022,2024-04-02,Item not as described,52.83,Completed
R0003040,O0031799,S0045,2024-10-04,Wrong item shipped,15.62,Complete
R0004378,O0042485,S0059,2025-10-29,Quality below expectation,49.29,Completed
R0003341,O0034711,S0049,2024-07-15,Damaged on arrival,36.78,Rejected
R0001592,O0018051,S0025,2025-09-04,Item not as described,27.53,Pending
R0001767,O0019677,S0028,2024-05-21,Late delivery,121.9,Completed
R0003281,O0034398,S0048,2025-06-27,Damaged on arrival,86.45,Rejected
R0004011,O0039448,S0055,2025-02-25,Damaged on arrival,17.62,Completed
R0003554,O0035730,S0050,2025-03-19,Late delivery,23.65,Completed
R0000923,O0011400,S0016,2026-01-06,Wrong item shipped,11.11,Complete
R0003213,O0033610,S0047,2024-10-29,Unknown,44.36,Completed
R0002004,O0022803,S0031,2025-11-17,Counterfeit suspected,31.67,Completed
R0003163,O0032723,S0046,2024-07-13,Better price found elsewhere,16.03,Completed
R0002384,O0026028,S0036,2024-04-30,Quality below expectation,91.44,Completed
R0002629,O0028436,S0039,2025-04-05,Quality below expectation,43.0,Completed
R0002496,O0027174,S0037,2024-12-24,Changed my mind,35.79,Completed
R0001867,O0020916,S0029,2024-11-13,Unknown,58.03,Pending
R0000374,O0004384,S0007,2024-12-09,Size/fit issue,59.84,Completed
R0004180,O0040962,S0058,2024-02-14,Changed my mind,41.48,Completed
R0001760,O0019377,S0027,2025-09-30,Item not as described,30.3,Completed
R0000798,O0009279,S0014,2024-12-15,Counterfeit suspected,62.76,Completed
R0000537,O0005909,S0010,2024-09-09,Wrong item shipped,91.16,Complete
R0003305,O0034566,S0049,2024-01-21,Better price found elsewhere,39.02,Completed
R0001954,O0021938,S0030,2025-04-14,Changed my mind,104.73,Completed
R0002734,O0028863,S0040,2025-01-14,Item not as described,101.36,Completed
R0002276,O0025103,S0034,2025-11-02,Size/fit issue,85.66,Completed
R0000804,O0009326,S0014,2025-01-25,Missing parts/accessories,48.68,Completed
R0002543,O0027631,S0038,2024-05-02,Item not as described,16.12,Completed
R0003125,O0032507,S0046,2024-02-15,Better price found elsewhere,22.27,Completed
R0000525,O0005851,S0010,2024-08-02,Size/fit issue,52.2,Complete
R0000351,O0004191,S0006,2025-12-28,Better price found elsewhere,43.82,Pending
R0004114,O0040685,S0057,2025-06-30,Missing parts/accessories,37.82,Complete
R0001677,O0018589,S0026,2025-07-08,Size/fit issue,35.85,Completed
R0003104,O0032299,S0045,2025-09-23,Damaged on arrival,34.0,Complete
R0001770,O0019700,S0028,2024-05-20,Wrong item shipped,58.3,Complete
R0004197,O0041102,S0058,2024-06-05,Counterfeit suspected,46.2,Completed
R0001262,O0015044,S0022,2024-01-25,Missing parts/accessories,58.17,Completed
R0002200,O0024717,S0034,2024-11-03,Better price found elsewhere,14.05,Complete
R0002412,O0026194,S0036,2024-08-20,Changed my mind,27.85,Completed
R0002454,O0026933,S0037,2024-03-30,Item not as described,19.66,Completed
R0003752,O0038133,S0053,2025-05-22,Item not as described,34.42,Complete
R0000370,O0004347,S0007,2024-09-20,Better price found elsewhere,49.38,Pending
R0001399,O0016753,S0023,2025-10-05,Changed my mind,38.1,Completed
R0003790,O0038424,S0054,2024-05-13,Changed my mind,36.36,Pending
R0002966,O0030908,S0044,2024-02-17,Quality below expectation,79.19,Complete
R0002045,O0023349,S0032,2025-03-25,Unknown,46.04,Completed
R0001722,O0018917,S0027,2024-05-28,Missing parts/accessories,74.02,Completed
R0002241,O0024971,S0034,2025-06-27,Missing parts/accessories,66.04,Completed
R0003399,O0034924,S0049,2025-01-05,Better price found elsewhere,106.48,Pending
R0004203,O0041158,S0058,2024-07-07,Counterfeit suspected,54.12,Completed
R0003870,O0038703,S0054,2024-12-25,Damaged on arrival,45.56,Complete
R0002457,O0026938,S0037,2024-03-11,Late delivery,44.44,Completed
R0000948,O0011743,S0017,2024-09-24,Size/fit issue,39.92,Complete
R0002326,O0025520,S0035,2025-01-07,Better price found elsewhere,17.7,Completed
R0003535,O0035582,S0050,2024-11-15,Changed my mind,29.51,Completed
R0000316,O0003955,S0006,2025-06-05,Item not as described,19.55,Completed
R0000530,O0005867,S0010,2024-08-05,Late delivery,62.45,Completed
R0002777,O0029053,S0040,2025-07-07,Changed my mind,42.98,Complete
R0004356,O0042400,S0059,2025-08-26,Damaged on arrival,91.58,Completed
R0001162,O0014371,S0020,2025-09-17,Unknown,47.99,Completed
R0000553,O0006002,S0010,2024-12-12,Late delivery,61.63,Completed
R0000825,O0009885,S0015,2024-06-30,Size/fit issue,59.96,Completed
R0002790,O0029122,S0040,2025-10-16,Damaged on arrival,30.25,Rejected
R0000791,O0009197,S0014,2024-09-30,Better price found elsewhere,66.88,Completed
R0001773,O0019749,S0028,2024-06-24,Item not as described,29.56,Complete
R0004393,O0042549,S0060,2024-01-12,Better price found elsewhere,9.09,Completed
R0002180,O0024570,S0034,2024-05-11,Counterfeit suspected,26.0,Completed
R0003105,O0032301,S0045,2025-09-08,Size/fit issue,56.38,Completed
R0002767,O0029001,S0040,2025-05-24,Item not as described,34.62,Completed
R0003602,O0035980,S0050,2025-12-12,Wrong item shipped,59.1,Complete
R0001431,O0016936,S0024,2024-03-03,Late delivery,39.58,Complete
R0003840,O0038580,S0054,2024-08-26,Size/fit issue,88.46,Completed
R0001465,O0017471,S0025,2024-02-26,Missing parts/accessories,21.87,Completed
R0003988,O0039164,S0054,2026-01-07,Wrong item shipped,107.52,Completed
R0002942,O0030421,S0042,2025-12-13,Counterfeit suspected,78.21,Completed
R0003787,O0038417,S0054,2024-04-17,Damaged on arrival,52.27,Completed
R0000353,O0004219,S0007,2024-02-20,Better price found elsewhere,27.31,Completed
R0003827,O0038530,S0054,2024-08-15,Counterfeit suspected,56.94,Completed
R0004115,O0040696,S0057,2025-07-01,Late delivery,56.36,Pending
R0003076,O0032012,S0045,2025-03-04,Item not as described,121.8,Completed
R0002018,O0022950,S0032,2024-04-25,Size/fit issue,87.06,Complete
R0001289,O0015219,S0022,2024-05-18,Wrong item shipped,24.41,Completed
R0001407,O0016803,S0023,2025-10-21,Changed my mind,21.44,Completed
R0003023,O0031584,S0045,2024-04-20,Missing parts/accessories,29.22,Completed
R0001711,O0018848,S0027,2024-04-13,Wrong item shipped,49.88,Pending
R0000220,O0002542,S0004,2025-11-07,Counterfeit suspected,41.16,Completed
R0000206,O0002385,S0004,2025-03-20,Changed my mind,28.3,Completed
R0002066,O0023560,S0032,2025-08-16,Unknown,41.58,Completed
R0001733,O0019027,S0027,2024-10-02,Missing parts/accessories,33.64,Pending
R0000431,O0005163,S0009,2024-05-16,Quality below expectation,29.99,Completed
R0000745,O0008746,S0013,2025-04-11,Unknown,29.41,Pending
R0002302,O0025233,S0035,2024-03-29,Damaged on arrival,62.66,Complete
R0004308,O0042110,S0059,2024-10-24,Missing parts/accessories,53.85,Completed
R0002927,O0030279,S0042,2025-09-06,Wrong item shipped,104.34,Complete
R0002863,O0029719,S0042,2024-05-15,Counterfeit suspected,79.89,Pending
R0000400,O0004573,S0007,2026-01-05,Better price found elsewhere,48.95,Complete
R0004263,O0041630,S0058,2025-07-22,Size/fit issue,50.79,Rejected
R0001720,O0018904,S0027,2024-05-21,Unknown,28.3,Completed
R0003280,O0034386,S0048,2025-06-22,Size/fit issue,70.99,Completed
R0002729,O0028837,S0040,2024-11-05,Counterfeit suspected,67.36,Complete
R0004041,O0039916,S0056,2025-04-15,Changed my mind,46.13,Rejected
R0002727,O0028823,S0040,2024-11-16,Better price found elsewhere,81.45,Pending
R0002931,O0030294,S0042,2025-08-23,Unknown,30.33,Complete
R0003462,O0035145,S0049,2025-07-28,Unknown,47.45,Rejected
R0003700,O0037250,S0052,2024-10-18,Wrong item shipped,44.7,Completed
R0003487,O0035256,S0049,2025-11-14,Item not as described,51.91,Completed
R0000242,O0002784,S0005,2024-08-01,Changed my mind,81.94,Completed
R0002871,O0029813,S0042,2024-06-15,Changed my mind,12.2,Complete
R0003440,O0035073,S0049,2025-06-07,Wrong item shipped,30.62,Completed
R0002031,O0023114,S0032,2024-09-29,Changed my mind,34.36,Completed
R0003692,O0037136,S0052,2024-07-30,Damaged on arrival,22.76,Pending
R0002273,O0025093,S0034,2025-10-13,Missing parts/accessories,59.32,Completed
R0003832,O0038554,S0054,2024-09-06,Wrong item shipped,25.25,Complete
R0001868,O0020922,S0029,2024-10-20,Item not as described,30.61,Completed
R0003179,O0032837,S0046,2024-10-26,Counterfeit suspected,56.14,Completed
R0002928,O0030282,S0042,2025-08-27,Missing parts/accessories,10.68,Completed
R0003977,O0039129,S0054,2025-12-04,Item not as described,54.12,Completed
R0000983,O0012166,S0017,2025-09-26,Damaged on arrival,95.69,Pending
R0002459,O0026945,S0037,2024-03-18,Missing parts/accessories,71.2,Rejected
R0000892,O0010963,S0016,2025-02-12,Changed my mind,48.41,Rejected
R0003680,O0036509,S0051,2025-04-18,Changed my mind,28.7,Completed
R0002300,O0025215,S0035,2024-03-11,Size/fit issue,36.91,Completed
R0002774,O0029030,S0040,2025-07-19,Damaged on arrival,38.45,Completed
R0000122,O0001548,S0003,2025-01-23,Size/fit issue,32.7,Completed
R0001690,O0018665,S0026,2025-10-11,Item not as described,36.18,Completed
R0001802,O0020325,S0028,2025-06-29,Late delivery,62.54,Pending
R0001444,O0017117,S0024,2024-10-17,Changed my mind,77.19,Complete
R0003193,O0033106,S0046,2025-06-17,Wrong item shipped,168.81,Completed
R0001208,O0014811,S0021,2025-05-08,Missing parts/accessories,46.64,Complete
R0003949,O0039021,S0054,2025-08-21,Item not as described,43.19,Complete
R0000730,O0008545,S0013,2024-07-10,Changed my mind,21.03,Completed
R0001872,O0020941,S0029,2024-10-05,Better price found elsewhere,83.46,Pending
R0002939,O0030406,S0042,2025-11-24,Wrong item shipped,47.53,Completed
R0001909,O0021539,S0030,2024-05-04,Size/fit issue,22.59,Completed
R0001912,O0021554,S0030,2024-05-04,Item not as described,47.68,Completed
R0000827,O0009910,S0015,2024-07-10,Better price found elsewhere,63.18,Completed
R0002891,O0030033,S0042,2025-02-14,Unknown,23.37,Completed
R0000865,O0010535,S0016,2024-02-20,Better price found elsewhere,47.76,Complete
R0002353,O0025764,S0035,2025-09-30,Missing parts/accessories,64.37,Complete
R0002458,O0026944,S0037,2024-04-04,Wrong item shipped,19.67,Complete
R0002578,O0028022,S0038,2025-06-14,Changed my mind,59.18,Completed
R0002503,O0027205,S0037,2025-02-03,Better price found elsewhere,80.4,Completed
R0002095,O0023802,S0033,2024-04-12,Counterfeit suspected,32.24,Rejected
R0002593,O0028257,S0039,2024-04-03,Damaged on arrival,38.66,Completed
R0003694,O0037152,S0052,2024-09-02,Better price found elsewhere,25.71,Complete
R0000747,O0008775,S0013,2025-06-24,Missing parts/accessories,58.04,Completed
R0002652,O0028522,S0039,2025-10-11,Quality below expectation,37.55,Completed
R0002141,O0024225,S0033,2025-06-10,Better price found elsewhere,18.51,Rejected
R0002320,O0025401,S0035,2024-09-28,Damaged on arrival,59.01,Completed
R0000861,O0010428,S0015,2025-11-27,Unknown,74.99,Completed
R0002713,O0028761,S0040,2024-08-10,Unknown,34.15,Rejected
R0000694,O0007892,S0012,2024-09-02,Late delivery,44.79,Completed
R0000143,O0001670,S0003,2025-04-30,Changed my mind,57.11,Complete
R0000078,O0001237,S0003,2024-05-23,Quality below expectation,48.35,Completed
R0001122,O0013546,S0019,2025-05-07,Changed my mind,93.93,Completed
R0002911,O0030179,S0042,2025-05-19,Missing parts/accessories,56.43,Completed
R0000294,O0003650,S0006,2024-09-19,Changed my mind,15.3,Completed
R0002198,O0024695,S0034,2024-11-05,Changed my mind,39.5,Pending
R0002668,O0028576,S0039,2026-01-04,Quality below expectation,65.45,Complete
R0002720,O0028795,S0040,2024-09-16,Quality below expectation,77.89,Completed
R0000780,O0009095,S0014,2024-07-22,Changed my mind,29.22,Complete
R0001916,O0021572,S0030,2024-05-23,Wrong item shipped,25.69,Complete
R0000443,O0005236,S0009,2024-10-01,Quality below expectation,83.17,Completed
R0003246,O0033983,S0048,2024-03-15,Missing parts/accessories,88.61,Completed
R0002164,O0024423,S0034,2024-01-23,Changed my mind,58.23,Pending
R0002059,O0023447,S0032,2025-06-11,Size/fit issue,49.63,Completed
R0004146,O0040816,S0057,2025-11-06,Counterfeit suspected,37.46,Completed
R0002951,O0030471,S0042,2025-12-22,Size/fit issue,17.33,Pending
R0000042,O0000783,S0002,2024-12-18,Changed my mind,26.91,Completed
R0002898,O0030107,S0042,2025-03-07,Item not as described,34.35,Completed
R0003107,O0032310,S0045,2025-09-25,Better price found elsewhere,26.52,Completed
R0002905,O0030122,S0042,2025-03-28,Size/fit issue,7.16,Completed
R0000974,O0012023,S0017,2025-05-31,Missing parts/accessories,24.78,Completed
R0002096,O0023810,S0033,2024-05-02,Better price found elsewhere,145.25,Completed
R0001685,O0018610,S0026,2025-07-01,Size/fit issue,28.71,Completed
R0001393,O0016726,S0023,2025-08-11,Changed my mind,37.43,Completed
R0003646,O0036251,S0051,2024-08-27,Counterfeit suspected,39.59,Complete
R0001983,O0022488,S0031,2024-08-25,Size/fit issue,59.79,Complete
R0004306,O0042078,S0059,2024-08-29,Damaged on arrival,115.8,Pending
R0001738,O0019061,S0027,2024-10-28,Counterfeit suspected,32.9,Completed
R0000581,O0006217,S0010,2025-04-15,Changed my mind,35.18,Completed
R0000481,O0005614,S0010,2024-02-10,Counterfeit suspected,53.94,Completed
R0002033,O0023121,S0032,2024-10-14,Item not as described,38.14,Completed
R0003645,O0036249,S0051,2024-09-05,Late delivery,62.77,Completed
R0001414,O0016826,S0023,2025-11-15,Late delivery,48.21,Completed
R0002912,O0030187,S0042,2025-06-09,Item not as described,27.08,Pending
R0000349,O0004177,S0006,2025-11-25,Missing parts/accessories,35.17,Completed
R0001701,O0018777,S0027,2024-02-07,Wrong item shipped,48.58,Completed
R0000580,O0006216,S0010,2025-04-26,Missing parts/accessories,41.45,Completed
R0001434,O0016986,S0024,2024-05-03,Missing parts/accessories,78.26,Complete
R0001995,O0022670,S0031,2025-06-13,Quality below expectation,42.47,Rejected
R0000229,O0002572,S0004,2025-11-30,Missing parts/accessories,61.18,Completed
R0000633,O0006586,S0011,2024-01-26,Size/fit issue,18.14,Completed
R0001381,O0016451,S0023,2025-02-09,Better price found elsewhere,61.11,Completed
R0003427,O0035007,S0049,2025-03-31,Item not as described,34.8,Complete
R0000663,O0007272,S0011,2025-08-14,Size/fit issue,29.16,Completed
R0002108,O0023977,S0033,2024-10-29,Damaged on arrival,55.36,Complete
R0004366,O0042427,S0059,2025-10-07,Size/fit issue,22.58,Pending
R0000619,O0006452,S0010,2025-10-31,Changed my mind,33.81,Completed
R0001135,O0013944,S0020,2024-03-31,Quality below expectation,30.75,Completed
R0004104,O0040640,S0057,2025-04-26,Better price found elsewhere,140.1,Completed
R0002332,O0025565,S0035,2025-02-20,Better price found elsewhere,32.1,Completed
R0003520,O0035440,S0050,2024-05-27,Counterfeit suspected,114.62,Completed
R0002392,O0026091,S0036,2024-06-30,Late delivery,105.89,Completed
R0001049,O0012756,S0018,2025-09-12,Item not as described,93.3,Completed
R0000930,O0011477,S0017,2024-04-02,Damaged on arrival,127.14,Complete
R0003900,O0038830,S0054,2025-03-05,Wrong item shipped,57.68,Completed
R0001241,O0014961,S0021,2025-11-22,Missing parts/accessories,53.24,Completed
R0003165,O0032735,S0046,2024-08-03,Counterfeit suspected,39.86,Complete
R0003843,O0038591,S0054,2024-08-29,Changed my mind,23.38,Completed
R0003431,O0035045,S0049,2025-05-02,Quality below expectation,38.75,Rejected
R0000237,O0002683,S0005,2024-04-25,Wrong item shipped,43.41,Completed
R0002536,O0027561,S0038,2024-02-21,Changed my mind,37.45,Complete
R0003619,O0036091,S0051,2024-03-14,Quality below expectation,13.97,Complete
R0004154,O0040855,S0057,2025-11-30,Quality below expectation,54.36,Rejected
R0001254,O0015001,S0021,2026-01-19,Wrong item shipped,30.55,Completed
R0001519,O0017749,S0025,2024-11-06,Size/fit issue,30.91,Completed
R0001814,O0020616,S0029,2024-02-11,Unknown,59.03,Pending
R0003816,O0038492,S0054,2024-07-11,Wrong item shipped,58.67,Complete
R0000221,O0002544,S0004,2025-10-21,Item not as described,81.86,Rejected
R0001021,O0012449,S0018,2024-09-01,Size/fit issue,88.57,Completed
R0003403,O0034937,S0049,2025-01-07,Missing parts/accessories,19.36,Completed
R0003488,O0035258,S0049,2025-12-01,Counterfeit suspected,26.15,Complete
R0001056,O0012862,S0019,2024-01-28,Counterfeit suspected,42.57,Completed
R0002640,O0028474,S0039,2025-06-07,Item not as described,50.6,Pending
R0002732,O0028853,S0040,2024-12-12,Quality below expectation,76.84,Complete
R0000928,O0011459,S0017,2024-02-17,Changed my mind,47.36,Completed
R0003929,O0038929,S0054,2025-06-30,Counterfeit suspected,60.96,Complete
R0002709,O0028743,S0040,2024-06-16,Item not as described,60.16,Pending
R0001881,O0021072,S0029,2025-03-06,Size/fit issue,25.57,Complete
R0003002,O0031451,S0045,2024-01-26,Changed my mind,87.21,Completed
R0004350,O0042374,S0059,2025-07-29,Item not as described,12.44,Completed
R0002958,O0030726,S0043,2025-03-22,Unknown,41.73,Completed
R0004142,O0040797,S0057,2025-09-22,Quality below expectation,22.58,Pending
R0003398,O0034922,S0049,2025-01-08,Item not as described,49.58,Complete
R0003511,O0035400,S0050,2024-04-25,Changed my mind,10.64,Completed
R0001267,O0015106,S0022,2024-04-02,Size/fit issue,48.2,Completed
R0003243,O0033968,S0048,2024-03-30,Better price found elsewhere,55.59,Complete
R0003704,O0037271,S0052,2024-12-07,Missing parts/accessories,36.08,Completed
R0000985,O0012170,S0017,2025-10-01,Item not as described,80.93,Complete
R0003674,O0036459,S0051,2025-01-28,Better price found elsewhere,50.37,Completed
R0000126,O0001559,S0003,2025-01-18,Better price found elsewhere,23.98,Rejected
R0001838,O0020780,S0029,2024-06-18,Quality below expectation,45.09,Completed
R0002497,O0027177,S0037,2025-01-05,Damaged on arrival,62.23,Pending
R0002266,O0025078,S0034,2025-09-26,Better price found elsewhere,29.73,Completed
R0000045,O0000841,S0002,2025-04-08,Changed my mind,69.1,Pending
R0001169,O0014468,S0021,2024-02-08,Size/fit issue,19.24,Pending
R0002514,O0027372,S0037,2025-07-13,Counterfeit suspected,52.68,Complete
R0002938,O0030393,S0042,2025-11-30,Quality below expectation,27.69,Completed
R0001067,O0012975,S0019,2024-05-04,Item not as described,29.09,Completed
R0002801,O0029154,S0040,2025-12-04,Damaged on arrival,54.59,Pending
R0001778,O0019818,S0028,2024-08-24,Unknown,46.86,Completed
R0002850,O0029467,S0041,2025-07-10,Quality below expectation,33.7,Rejected
R0004248,O0041529,S0058,2025-06-02,Damaged on arrival,43.81,Completed
R0002166,O0024445,S0034,2024-02-18,Quality below expectation,105.24,Pending
R0001400,O0016755,S0023,2025-10-02,Missing parts/accessories,55.55,Rejected
R0004260,O0041620,S0058,2025-07-26,Better price found elsewhere,38.56,Rejected
R0001646,O0018355,S0026,2024-07-24,Size/fit issue,46.41,Completed
R0002525,O0027465,S0037,2025-11-27,Missing parts/accessories,51.55,Completed
R0004384,O0042507,S0059,2025-11-29,Damaged on arrival,57.72,Completed
R0000625,O0006479,S0010,2025-10-12,Late delivery,48.07,Completed
R0001059,O0012895,S0019,2024-02-22,Changed my mind,53.3,Rejected
R0001930,O0021702,S0030,2024-08-23,Better price found elsewhere,134.71,Completed
R0000982,O0012162,S0017,2025-09-14,Quality below expectation,21.52,Rejected
R0003953,O0039046,S0054,2025-10-07,Wrong item shipped,44.43,Pending
R0003626,O0036129,S0051,2024-05-05,Counterfeit suspected,52.92,Completed
R0000290,O0003626,S0006,2024-09-18,Unknown,50.95,Completed
R0003715,O0037468,S0052,2025-04-04,Quality below expectation,69.16,Completed
R0000562,O0006057,S0010,2025-01-09,Wrong item shipped,35.48,Rejected
R0002663,O0028551,S0039,2025-10-09,Missing parts/accessories,61.21,Complete
R0003913,O0038880,S0054,2025-05-21,Wrong item shipped,27.43,Completed
R0003024,O0031591,S0045,2024-05-02,Missing parts/accessories,43.73,Pending
R0003574,O0035838,S0050,2025-06-09,Quality below expectation,30.93,Completed
R0002549,O0027684,S0038,2024-06-29,Size/fit issue,96.81,Completed
R0000413,O0004992,S0008,2025-09-19,Counterfeit suspected,66.76,Pending
R0002290,O0025162,S0034,2025-12-08,Missing parts/accessories,32.89,Complete
R0003420,O0034989,S0049,2025-02-12,Changed my mind,62.15,Completed
R0002900,O0030112,S0042,2025-04-04,Quality below expectation,75.22,Completed
R0000767,O0009019,S0014,2024-05-03,Quality below expectation,56.18,Complete
R0001439,O0017065,S0024,2024-09-02,Counterfeit suspected,21.18,Rejected
R0001792,O0020087,S0028,2025-01-23,Unknown,40.69,Completed
R0003376,O0034830,S0049,2024-09-27,Damaged on arrival,38.7,Completed
R0002032,O0023117,S0032,2024-10-11,Item not as described,27.17,Rejected
R0001109,O0013288,S0019,2024-12-04,Item not as described,28.72,Complete
R0004039,O0039907,S0056,2025-03-03,Better price found elsewhere,61.39,Completed
R0004353,O0042396,S0059,2025-08-26,Changed my mind,43.2,Completed
R0003210,O0033409,S0047,2024-02-11,Wrong item shipped,92.0,Pending
R0002377,O0025916,S0036,2024-02-03,Damaged on arrival,53.44,Complete
R0003195,O0033128,S0046,2025-06-28,Better price found elsewhere,65.08,Completed
R0004156,O0040867,S0057,2025-11-22,Better price found elsewhere,62.66,Pending
R0002659,O0028535,S0039,2025-10-16,Item not as described,29.48,Completed
R0003490,O0035263,S0049,2025-11-18,Item not as described,56.22,Completed
R0001460,O0017436,S0024,2025-12-13,Quality below expectation,42.37,Pending
R0000826,O0009907,S0015,2024-07-18,Better price found elsewhere,16.28,Completed
R0002737,O0028867,S0040,2024-12-28,Counterfeit suspected,36.57,Complete
R0000814,O0009477,S0014,2025-07-02,Item not as described,55.83,Pending
R0003031,O0031688,S0045,2024-07-10,Damaged on arrival,46.41,Completed
R0001688,O0018624,S0026,2025-08-11,Changed my mind,40.72,Completed
R0003613,O0036049,S0051,2024-03-08,Quality below expectation,46.85,Completed
R0000259,O0003115,S0005,2025-08-08,Item not as described,36.54,Completed
R0002689,O0028661,S0040,2024-04-16,Better price found elsewhere,75.82,Completed
R0003182,O0032855,S0046,2024-10-09,Late delivery,44.56,Completed
R0002918,O0030221,S0042,2025-07-04,Wrong item shipped,68.04,Completed
R0000235,O0002671,S0005,2024-03-29,Wrong item shipped,36.51,Pending
R0001205,O0014779,S0021,2025-02-12,Better price found elsewhere,19.32,Completed
R0004399,O0042569,S0060,2024-01-18,Damaged on arrival,41.41,Complete
R0003423,O0034994,S0049,2025-02-16,Item not as described,55.5,Pending
R0004380,O0042488,S0059,2025-10-19,Wrong item shipped,33.76,Completed
R0000737,O0008591,S0013,2024-09-10,Damaged on arrival,43.65,Completed
R0002347,O0025720,S0035,2025-07-20,Changed my mind,53.95,Complete
R0003839,O0038577,S0054,2024-08-21,Counterfeit suspected,34.08,Completed
R0001772,O0019745,S0028,2024-06-14,Late delivery,57.17,Pending
R0002152,O0024347,S0033,2025-12-09,Missing parts/accessories,31.76,Completed
R0001231,O0014929,S0021,2025-10-02,Unknown,56.67,Completed
R0000346,O0004168,S0006,2025-12-05,Counterfeit suspected,43.24,Completed
R0002232,O0024906,S0034,2025-04-17,Quality below expectation,35.15,Rejected
R0002630,O0028441,S0039,2025-04-06,Missing parts/accessories,79.1,Completed
R0003957,O0039059,S0054,2025-10-11,Counterfeit suspected,29.89,Completed
R0004046,O0040029,S0056,2025-07-21,Changed my mind,9.94,Completed
R0002113,O0024008,S0033,2024-11-14,Better price found elsewhere,8.7,Completed
R0001593,O0018052,S0025,2025-09-18,Item not as described,33.37,Complete
R0002393,O0026094,S0036,2024-07-12,Wrong item shipped,27.99,Rejected
R0003159,O0032689,S0046,2024-06-13,Wrong item shipped,76.36,Completed
R0002994,O0031389,S0044,2025-12-07,Quality below expectation,29.39,Completed
R0002638,O0028471,S0039,2025-05-28,Size/fit issue,43.77,Rejected
R0001373,O0016213,S0023,2024-08-13,Size/fit issue,37.99,Completed
R0000340,O0004149,S0006,2025-11-27,Size/fit issue,19.4,Completed
R0004327,O0042274,S0059,2025-03-30,Missing parts/accessories,94.93,Completed
